Info;Testing script B
Duration;6;insert ; 1;
Duration;9;remove ; 0;
Duration;3;insert ; 1;
Duration;7;remove ; 0;
Duration;3;insert ; 1;
Duration;7;remove ; 0;
Duration;3;insert ; 1;
Duration;4;insert ; 2;
Duration;4;insert ; 3;
Duration;5;tryFind ; 3;
Duration;9;insert ; 4;
Duration;13;remove ; 3;
Duration;6;tryFind ; 3;
Duration;5;tryFind ; 3;
Duration;9;insert ; 4;
Duration;15;insert ; 5;
Duration;10;insert ; 6;
Duration;8;insert ; 7;
Duration;10;insert ; 8;
Duration;8;tryFind ; 8;
Duration;14;remove ; 7;
Duration;10;insert ; 8;
Duration;17;remove ; 7;
Duration;6;insert ; 8;
Duration;7;tryFind ; 8;
Duration;18;remove ; 7;
Duration;16;remove ; 6;
Duration;10;insert ; 7;
Duration;15;insert ; 8;
Duration;18;insert ; 9;
Duration;8;tryFind ; 9;
Duration;11;insert ; 10;
Duration;11;insert ; 11;
Duration;12;insert ; 12;
Duration;27;remove ; 11;
Duration;18;tryFind ; 11;
Duration;11;tryFind ; 11;
Duration;12;insert ; 12;
Duration;18;remove ; 11;
Duration;10;insert ; 12;
Duration;8;tryFind ; 12;
Duration;21;remove ; 11;
Duration;8;tryFind ; 11;
Duration;7;tryFind ; 11;
Duration;16;remove ; 10;
Duration;15;remove ; 9;
Duration;10;insert ; 10;
Duration;8;tryFind ; 10;
Duration;8;tryFind ; 10;
Duration;8;tryFind ; 10;
Duration;11;insert ; 11;
Duration;8;tryFind ; 11;
Duration;20;remove ; 10;
Duration;11;insert ; 11;
Duration;17;remove ; 10;
Duration;13;insert ; 11;
Duration;11;insert ; 12;
Duration;17;insert ; 13;
Duration;16;remove ; 12;
Duration;11;insert ; 13;
Duration;8;tryFind ; 13;
Duration;11;insert ; 14;
Duration;20;remove ; 13;
Duration;13;insert ; 14;
Duration;6;insert ; 15;
Duration;26;remove ; 14;
Duration;12;insert ; 15;
Duration;11;insert ; 16;
Duration;29;insert ; 17;
Duration;8;tryFind ; 17;
Duration;8;tryFind ; 17;
Duration;27;remove ; 16;
Duration;11;insert ; 17;
Duration;11;insert ; 18;
Duration;25;remove ; 17;
Duration;8;tryFind ; 17;
Duration;8;tryFind ; 17;
Duration;8;tryFind ; 17;
Duration;15;remove ; 16;
Duration;11;insert ; 17;
Duration;13;insert ; 18;
Duration;20;remove ; 17;
Duration;12;insert ; 18;
Duration;17;remove ; 17;
Duration;11;insert ; 18;
Duration;14;remove ; 17;
Duration;21;remove ; 16;
Duration;14;remove ; 15;
Duration;17;remove ; 14;
Duration;11;insert ; 15;
Duration;11;insert ; 16;
Duration;16;remove ; 15;
Duration;22;remove ; 14;
Duration;13;insert ; 15;
Duration;8;tryFind ; 15;
Duration;23;remove ; 14;
Duration;11;insert ; 15;
Duration;11;insert ; 16;
Duration;15;remove ; 15;
Duration;26;remove ; 14;
Duration;14;insert ; 15;
Duration;11;insert ; 16;
Duration;11;insert ; 17;
Duration;12;insert ; 18;
Duration;29;remove ; 17;
Duration;28;remove ; 16;
Duration;25;insert ; 17;
Duration;53;remove ; 16;
Duration;12;insert ; 17;
Duration;8;tryFind ; 17;
Duration;15;remove ; 16;
Duration;19;remove ; 15;
Duration;26;remove ; 14;
Duration;28;remove ; 13;
Duration;7;insert ; 14;
Duration;26;remove ; 13;
Duration;11;insert ; 14;
Duration;24;remove ; 13;
Duration;11;insert ; 14;
Duration;8;tryFind ; 14;
Duration;11;insert ; 15;
Duration;11;insert ; 16;
Duration;14;remove ; 15;
Duration;8;tryFind ; 15;
Duration;8;tryFind ; 15;
Duration;20;remove ; 14;
Duration;8;tryFind ; 14;
Duration;14;remove ; 13;
Duration;17;remove ; 12;
Duration;8;tryFind ; 12;
Duration;10;tryFind ; 12;
Duration;11;insert ; 13;
Duration;11;insert ; 14;
Duration;11;insert ; 15;
Duration;17;remove ; 14;
Duration;11;insert ; 15;
Duration;18;remove ; 14;
Duration;14;insert ; 15;
Duration;23;remove ; 14;
Duration;8;tryFind ; 14;
Duration;20;remove ; 13;
Duration;18;remove ; 12;
Duration;11;insert ; 13;
Duration;11;insert ; 14;
Duration;17;remove ; 13;
Duration;22;remove ; 12;
Duration;22;insert ; 13;
