Info;Testing script B;;;;;;;;
Duration;2;insert ;1;;;;poèet;suma èasov;priemer
Duration;8;insert ;49;;;;;;
Duration;10;tryFind ;49;;;;;;
Duration;8;insert ;50;;;;;;
Duration;6;tryFind ;50;;;;;;
Duration;6;tryFind ;50;;;;;;
Duration;10;remove ;49;;;;;;
Duration;33;remove ;48;;;;;;
Duration;21;remove ;47;;;;;;
Duration;8;insert ;48;;;;;;
Duration;8;insert ;49;;;;;;
Duration;30;remove ;48;;;;;;
Duration;9;insert ;49;;;;;;
Duration;6;tryFind ;49;;;;;;
Duration;27;remove ;48;;;;;;
Duration;9;remove ;47;;;;;;
Duration;16;remove ;46;;;;;;
Duration;8;insert ;47;;;;;;
Duration;19;remove ;46;;;;;;
Duration;6;tryFind ;46;;;;;;
Duration;32;remove ;45;;;;;;
Duration;7;insert ;46;;;;;;
Duration;8;insert ;47;;;;;;
Duration;13;remove ;46;;;;;;
Duration;25;remove ;45;;;;;;
Duration;5;tryFind ;45;;;;;;
Duration;13;insert ;46;;;;;;
Duration;5;tryFind ;46;;;;;;
Duration;18;remove ;45;;;;;;
Duration;6;tryFind ;45;;;;;;
Duration;24;remove ;44;;;;;;
Duration;6;tryFind ;44;;;;;;
Duration;34;remove ;43;;;;;;
Duration;10;remove ;42;;;;;;
Duration;7;insert ;43;;;;;;
Duration;7;insert ;44;;;;;;
Duration;7;insert ;45;;;;;;
Duration;17;remove ;44;;;;;;
Duration;8;insert ;45;;;;;;
Duration;5;tryFind ;45;;;;;;
Duration;16;remove ;44;;;;;;
Duration;25;remove ;43;;;;;;
Duration;24;remove ;42;;;;;;
Duration;5;tryFind ;42;;;;;;
Duration;10;remove ;41;;;;;;
Duration;8;insert ;42;;;;;;
Duration;18;remove ;41;;;;;;
Duration;47;remove ;40;;;;;;
Duration;13;remove ;39;;;;;;
Duration;7;tryFind ;39;;;;;;
Duration;5;tryFind ;39;;;;;;
Duration;6;tryFind ;39;;;;;;
Duration;5;tryFind ;39;;;;;;
Duration;5;tryFind ;39;;;;;;
Duration;5;tryFind ;39;;;;;;
Duration;5;tryFind ;39;;;;;;
Duration;8;insert ;40;;;;;;
Duration;13;remove ;39;;;;;;
Duration;8;insert ;40;;;;;;
Duration;18;remove ;39;;;;;;
Duration;13;insert ;40;;;;;;
Duration;7;insert ;41;;;;;;
Duration;5;tryFind ;41;;;;;;
Duration;7;insert ;42;;;;;;
Duration;8;insert ;43;;;;;;
Duration;6;tryFind ;43;;;;;;
Duration;26;remove ;42;;;;;;
Duration;13;remove ;41;;;;;;
Duration;7;insert ;42;;;;;;
Duration;7;insert ;43;;;;;;
Duration;24;remove ;42;;;;;;
Duration;9;insert ;43;;;;;;
Duration;7;insert ;44;;;;;;
Duration;9;remove ;43;;;;;;
Duration;7;insert ;44;;;;;;
Duration;13;remove ;43;;;;;;
Duration;13;remove ;42;;;;;;
Duration;5;insert ;43;;;;;;
Duration;8;insert ;44;;;;;;
Duration;7;insert ;45;;;;;;
Duration;8;insert ;46;;;;;;
Duration;5;tryFind ;46;;;;;;
Duration;11;remove ;45;;;;;;
Duration;19;tryFind ;45;;;;;;
Duration;7;insert ;46;;;;;;
Duration;8;insert ;47;;;;;;
Duration;8;insert ;48;;;;;;
Duration;6;tryFind ;48;;;;;;
Duration;34;remove ;47;;;;;;
Duration;8;insert ;48;;;;;;
Duration;8;insert ;49;;;;;;
Duration;34;remove ;48;;;;;;
Duration;8;insert ;49;;;;;;
Duration;12;insert ;50;;;;;;
Duration;41;remove ;49;;;;;;
Duration;5;tryFind ;49;;;;;;
Duration;8;insert ;50;;;;;;
Duration;26;remove ;49;;;;;;
Duration;5;tryFind ;49;;;;;;
Duration;7;insert ;50;;;;;;
Duration;28;remove ;49;;;;;;
Duration;8;insert ;50;;;;;;
Duration;7;insert ;51;;;;;;
Duration;8;insert ;52;;;;;;
Duration;6;tryFind ;52;;;;;;
Duration;6;tryFind ;52;;;;;;
Duration;8;insert ;53;;;;;;
Duration;6;tryFind ;53;;;;;;
Duration;39;remove ;52;;;;;;
Duration;38;remove ;51;;;;;;
Duration;8;insert ;52;;;;;;
Duration;8;insert ;53;;;;;;
Duration;6;tryFind ;53;;;;;;
Duration;8;insert ;54;;;;;;
Duration;8;insert ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;8;tryFind ;56;;;;;;
Duration;6;tryFind ;56;;;;;;
Duration;17;remove ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;12;remove ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;6;tryFind ;56;;;;;;
Duration;9;insert ;57;;;;;;
Duration;6;tryFind ;57;;;;;;
Duration;20;remove ;56;;;;;;
Duration;10;remove ;55;;;;;;
Duration;19;remove ;54;;;;;;
Duration;6;tryFind ;54;;;;;;
Duration;24;remove ;53;;;;;;
Duration;11;remove ;52;;;;;;
Duration;23;remove ;51;;;;;;
Duration;8;insert ;52;;;;;;
Duration;5;tryFind ;52;;;;;;
Duration;33;remove ;51;;;;;;
Duration;8;insert ;52;;;;;;
Duration;5;tryFind ;52;;;;;;
Duration;6;tryFind ;52;;;;;;
Duration;14;remove ;51;;;;;;
Duration;8;insert ;52;;;;;;
Duration;8;insert ;53;;;;;;
Duration;8;insert ;54;;;;;;
Duration;8;insert ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;19;remove ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;57;remove ;55;;;;;;
Duration;36;remove ;54;;;;;;
Duration;32;remove ;53;;;;;;
Duration;26;remove ;52;;;;;;
Duration;8;insert ;53;;;;;;
Duration;11;remove ;52;;;;;;
Duration;6;tryFind ;52;;;;;;
Duration;16;remove ;51;;;;;;
Duration;31;remove ;50;;;;;;
Duration;6;tryFind ;50;;;;;;
Duration;5;tryFind ;50;;;;;;
Duration;8;insert ;51;;;;;;
Duration;8;insert ;52;;;;;;
Duration;7;tryFind ;52;;;;;;
Duration;6;tryFind ;52;;;;;;
Duration;8;insert ;53;;;;;;
Duration;7;insert ;54;;;;;;
Duration;8;insert ;55;;;;;;
Duration;6;tryFind ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;30;remove ;55;;;;;;
Duration;12;remove ;54;;;;;;
Duration;6;tryFind ;54;;;;;;
Duration;8;insert ;55;;;;;;
Duration;38;remove ;54;;;;;;
Duration;7;insert ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;28;remove ;55;;;;;;
Duration;8;insert ;56;;;;;;
Duration;9;insert ;57;;;;;;
Duration;6;tryFind ;57;;;;;;
Duration;8;insert ;58;;;;;;
Duration;8;insert ;59;;;;;;
Duration;34;remove ;58;;;;;;
Duration;14;remove ;57;;;;;;
Duration;6;tryFind ;57;;;;;;
Duration;8;insert ;58;;;;;;
Duration;7;insert ;59;;;;;;
Duration;6;tryFind ;59;;;;;;
Duration;8;insert ;60;;;;;;
Duration;8;insert ;61;;;;;;
Duration;40;remove ;60;;;;;;
Duration;8;insert ;61;;;;;;
Duration;6;tryFind ;61;;;;;;
Duration;8;insert ;62;;;;;;
Duration;8;insert ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;10;remove ;63;;;;;;
Duration;6;tryFind ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;8;insert ;65;;;;;;
Duration;8;insert ;66;;;;;;
Duration;15;remove ;65;;;;;;
Duration;9;insert ;66;;;;;;
Duration;8;insert ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;8;insert ;70;;;;;;
Duration;6;tryFind ;70;;;;;;
Duration;32;remove ;69;;;;;;
Duration;8;insert ;70;;;;;;
Duration;8;insert ;71;;;;;;
Duration;8;insert ;72;;;;;;
Duration;8;insert ;73;;;;;;
Duration;6;tryFind ;73;;;;;;
Duration;10;insert ;74;;;;;;
Duration;47;remove ;73;;;;;;
Duration;6;tryFind ;73;;;;;;
Duration;6;tryFind ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;6;tryFind ;74;;;;;;
Duration;26;remove ;73;;;;;;
Duration;6;tryFind ;73;;;;;;
Duration;36;remove ;72;;;;;;
Duration;9;insert ;73;;;;;;
Duration;39;remove ;72;;;;;;
Duration;8;insert ;73;;;;;;
Duration;6;tryFind ;73;;;;;;
Duration;52;remove ;72;;;;;;
Duration;7;tryFind ;72;;;;;;
Duration;33;remove ;71;;;;;;
Duration;23;remove ;70;;;;;;
Duration;18;remove ;69;;;;;;
Duration;43;remove ;68;;;;;;
Duration;18;remove ;67;;;;;;
Duration;6;tryFind ;67;;;;;;
Duration;6;tryFind ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;7;tryFind ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;7;tryFind ;69;;;;;;
Duration;7;tryFind ;69;;;;;;
Duration;6;tryFind ;69;;;;;;
Duration;10;insert ;70;;;;;;
Duration;8;insert ;71;;;;;;
Duration;6;tryFind ;71;;;;;;
Duration;29;remove ;70;;;;;;
Duration;41;remove ;69;;;;;;
Duration;39;remove ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;9;insert ;70;;;;;;
Duration;8;insert ;71;;;;;;
Duration;6;tryFind ;71;;;;;;
Duration;45;remove ;70;;;;;;
Duration;7;tryFind ;70;;;;;;
Duration;42;remove ;69;;;;;;
Duration;8;insert ;70;;;;;;
Duration;6;tryFind ;70;;;;;;
Duration;22;remove ;69;;;;;;
Duration;39;remove ;68;;;;;;
Duration;49;remove ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;32;remove ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;49;remove ;67;;;;;;
Duration;38;remove ;66;;;;;;
Duration;16;remove ;65;;;;;;
Duration;20;remove ;64;;;;;;
Duration;58;remove ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;46;remove ;63;;;;;;
Duration;33;remove ;62;;;;;;
Duration;32;remove ;61;;;;;;
Duration;8;insert ;62;;;;;;
Duration;8;insert ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;7;tryFind ;64;;;;;;
Duration;8;insert ;65;;;;;;
Duration;35;remove ;64;;;;;;
Duration;30;remove ;63;;;;;;
Duration;48;remove ;62;;;;;;
Duration;8;insert ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;9;insert ;65;;;;;;
Duration;50;remove ;64;;;;;;
Duration;10;remove ;63;;;;;;
Duration;9;insert ;64;;;;;;
Duration;6;insert ;65;;;;;;
Duration;34;remove ;64;;;;;;
Duration;6;tryFind ;64;;;;;;
Duration;34;remove ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;38;remove ;63;;;;;;
Duration;10;remove ;62;;;;;;
Duration;9;insert ;63;;;;;;
Duration;15;remove ;62;;;;;;
Duration;6;tryFind ;62;;;;;;
Duration;12;remove ;61;;;;;;
Duration;39;remove ;60;;;;;;
Duration;29;remove ;59;;;;;;
Duration;7;insert ;60;;;;;;
Duration;15;remove ;59;;;;;;
Duration;6;tryFind ;59;;;;;;
Duration;38;remove ;58;;;;;;
Duration;8;insert ;59;;;;;;
Duration;8;insert ;60;;;;;;
Duration;8;insert ;61;;;;;;
Duration;8;insert ;62;;;;;;
Duration;6;tryFind ;62;;;;;;
Duration;9;insert ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;6;tryFind ;64;;;;;;
Duration;8;insert ;65;;;;;;
Duration;6;tryFind ;65;;;;;;
Duration;7;tryFind ;65;;;;;;
Duration;6;tryFind ;65;;;;;;
Duration;33;remove ;64;;;;;;
Duration;40;remove ;63;;;;;;
Duration;6;tryFind ;63;;;;;;
Duration;32;remove ;62;;;;;;
Duration;6;tryFind ;62;;;;;;
Duration;8;insert ;63;;;;;;
Duration;32;remove ;62;;;;;;
Duration;6;tryFind ;62;;;;;;
Duration;8;insert ;63;;;;;;
Duration;6;tryFind ;63;;;;;;
Duration;9;insert ;64;;;;;;
Duration;26;remove ;63;;;;;;
Duration;8;insert ;64;;;;;;
Duration;8;insert ;65;;;;;;
Duration;6;tryFind ;65;;;;;;
Duration;6;tryFind ;65;;;;;;
Duration;8;insert ;66;;;;;;
Duration;28;remove ;65;;;;;;
Duration;8;insert ;66;;;;;;
Duration;8;insert ;67;;;;;;
Duration;6;tryFind ;67;;;;;;
Duration;20;remove ;66;;;;;;
Duration;10;insert ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;20;remove ;67;;;;;;
Duration;6;tryFind ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;37;remove ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;12;remove ;68;;;;;;
Duration;10;remove ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;10;remove ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;24;remove ;68;;;;;;
Duration;35;remove ;67;;;;;;
Duration;6;tryFind ;67;;;;;;
Duration;6;tryFind ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;8;insert ;70;;;;;;
Duration;6;tryFind ;70;;;;;;
Duration;6;tryFind ;70;;;;;;
Duration;18;insert ;71;;;;;;
Duration;6;tryFind ;71;;;;;;
Duration;6;tryFind ;71;;;;;;
Duration;8;insert ;72;;;;;;
Duration;6;tryFind ;72;;;;;;
Duration;6;tryFind ;72;;;;;;
Duration;17;remove ;71;;;;;;
Duration;15;insert ;72;;;;;;
Duration;42;remove ;71;;;;;;
Duration;14;remove ;70;;;;;;
Duration;21;remove ;69;;;;;;
Duration;42;remove ;68;;;;;;
Duration;39;remove ;67;;;;;;
Duration;10;insert ;68;;;;;;
Duration;6;tryFind ;68;;;;;;
Duration;32;remove ;67;;;;;;
Duration;50;remove ;66;;;;;;
Duration;49;remove ;65;;;;;;
Duration;7;tryFind ;65;;;;;;
Duration;8;insert ;66;;;;;;
Duration;8;insert ;67;;;;;;
Duration;7;tryFind ;67;;;;;;
Duration;50;remove ;66;;;;;;
Duration;8;insert ;67;;;;;;
Duration;21;remove ;66;;;;;;
Duration;8;insert ;67;;;;;;
Duration;24;remove ;66;;;;;;
Duration;10;insert ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;6;tryFind ;68;;;;;;
Duration;96;remove ;67;;;;;;
Duration;9;insert ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;6;tryFind ;69;;;;;;
Duration;44;remove ;68;;;;;;
Duration;11;remove ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;6;tryFind ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;37;remove ;68;;;;;;
Duration;6;tryFind ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;27;remove ;68;;;;;;
Duration;9;insert ;69;;;;;;
Duration;29;remove ;68;;;;;;
Duration;8;insert ;69;;;;;;
Duration;7;tryFind ;69;;;;;;
Duration;8;insert ;70;;;;;;
Duration;9;insert ;71;;;;;;
Duration;69;remove ;70;;;;;;
Duration;47;remove ;69;;;;;;
Duration;16;tryFind ;69;;;;;;
Duration;7;tryFind ;69;;;;;;
Duration;7;tryFind ;69;;;;;;
Duration;58;remove ;68;;;;;;
Duration;145;remove ;67;;;;;;
Duration;33;remove ;66;;;;;;
Duration;7;tryFind ;66;;;;;;
Duration;51;remove ;65;;;;;;
Duration;9;insert ;66;;;;;;
Duration;35;remove ;65;;;;;;
Duration;8;insert ;66;;;;;;
Duration;7;tryFind ;66;;;;;;
Duration;8;insert ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;6;tryFind ;68;;;;;;
Duration;48;remove ;67;;;;;;
Duration;8;insert ;68;;;;;;
Duration;17;remove ;67;;;;;;
Duration;9;insert ;68;;;;;;
Duration;9;insert ;69;;;;;;
Duration;8;insert ;70;;;;;;
Duration;8;insert ;71;;;;;;
Duration;8;insert ;72;;;;;;
Duration;18;remove ;71;;;;;;
Duration;46;remove ;70;;;;;;
Duration;8;insert ;71;;;;;;
Duration;8;insert ;72;;;;;;
Duration;6;tryFind ;72;;;;;;
Duration;6;tryFind ;72;;;;;;
Duration;8;insert ;73;;;;;;
Duration;50;remove ;72;;;;;;
Duration;8;insert ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;42;remove ;73;;;;;;
Duration;39;remove ;72;;;;;;
Duration;8;insert ;73;;;;;;
Duration;42;remove ;72;;;;;;
Duration;6;insert ;73;;;;;;
Duration;18;remove ;72;;;;;;
Duration;24;remove ;71;;;;;;
Duration;8;insert ;72;;;;;;
Duration;29;remove ;71;;;;;;
Duration;9;insert ;72;;;;;;
Duration;9;insert ;73;;;;;;
Duration;22;remove ;72;;;;;;
Duration;9;insert ;73;;;;;;
Duration;65;remove ;72;;;;;;
Duration;14;tryFind ;72;;;;;;
Duration;24;insert ;73;;;;;;
Duration;30;remove ;72;;;;;;
Duration;16;insert ;73;;;;;;
Duration;15;insert ;74;;;;;;
Duration;15;insert ;75;;;;;;
Duration;11;insert ;76;;;;;;
Duration;21;remove ;75;;;;;;
Duration;14;remove ;74;;;;;;
Duration;19;insert ;75;;;;;;
Duration;17;insert ;76;;;;;;
Duration;94;remove ;75;;;;;;
Duration;27;insert ;76;;;;;;
Duration;127;remove ;75;;;;;;
Duration;27;insert ;76;;;;;;
Duration;45;remove ;75;;;;;;
Duration;30;insert ;76;;;;;;
Duration;157;remove ;75;;;;;;
Duration;30;remove ;74;;;;;;
Duration;34;remove ;73;;;;;;
Duration;49;remove ;72;;;;;;
Duration;6;tryFind ;72;;;;;;
Duration;13;insert ;73;;;;;;
Duration;8;insert ;74;;;;;;
Duration;19;insert ;75;;;;;;
Duration;8;insert ;76;;;;;;
Duration;33;remove ;75;;;;;;
Duration;7;tryFind ;75;;;;;;
Duration;74;remove ;74;;;;;;
Duration;8;insert ;75;;;;;;
Duration;19;insert ;76;;;;;;
Duration;24;remove ;75;;;;;;
Duration;8;insert ;76;;;;;;
Duration;9;insert ;77;;;;;;
Duration;17;tryFind ;77;;;;;;
Duration;16;tryFind ;77;;;;;;
Duration;17;insert ;78;;;;;;
Duration;12;insert ;79;;;;;;
Duration;27;remove ;78;;;;;;
Duration;9;insert ;79;;;;;;
Duration;11;remove ;78;;;;;;
Duration;7;tryFind ;78;;;;;;
Duration;7;tryFind ;78;;;;;;
Duration;18;insert ;79;;;;;;
Duration;58;remove ;78;;;;;;
Duration;9;insert ;79;;;;;;
Duration;9;tryFind ;79;;;;;;
Duration;7;tryFind ;79;;;;;;
Duration;7;tryFind ;79;;;;;;
Duration;10;insert ;80;;;;;;
Duration;21;remove ;79;;;;;;
Duration;27;remove ;78;;;;;;
Duration;13;remove ;77;;;;;;
Duration;7;tryFind ;77;;;;;;
Duration;7;tryFind ;77;;;;;;
Duration;17;insert ;78;;;;;;
Duration;7;tryFind ;78;;;;;;
Duration;7;tryFind ;78;;;;;;
Duration;36;remove ;77;;;;;;
Duration;23;remove ;76;;;;;;
Duration;8;tryFind ;76;;;;;;
Duration;6;tryFind ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;36;remove ;76;;;;;;
Duration;8;insert ;77;;;;;;
Duration;15;insert ;78;;;;;;
Duration;8;insert ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;43;remove ;79;;;;;;
Duration;29;remove ;78;;;;;;
Duration;6;tryFind ;78;;;;;;
Duration;7;tryFind ;78;;;;;;
Duration;9;insert ;79;;;;;;
Duration;6;tryFind ;79;;;;;;
Duration;6;tryFind ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;12;remove ;79;;;;;;
Duration;8;tryFind ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;56;remove ;79;;;;;;
Duration;9;insert ;80;;;;;;
Duration;27;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;8;insert ;81;;;;;;
Duration;55;remove ;80;;;;;;
Duration;45;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;57;remove ;79;;;;;;
Duration;8;insert ;80;;;;;;
Duration;7;tryFind ;80;;;;;;
Duration;6;tryFind ;80;;;;;;
Duration;9;insert ;81;;;;;;
Duration;14;remove ;80;;;;;;
Duration;9;insert ;81;;;;;;
Duration;9;insert ;82;;;;;;
Duration;47;remove ;81;;;;;;
Duration;6;tryFind ;81;;;;;;
Duration;9;insert ;82;;;;;;
Duration;9;insert ;83;;;;;;
Duration;8;insert ;84;;;;;;
Duration;9;insert ;85;;;;;;
Duration;7;tryFind ;85;;;;;;
Duration;35;remove ;84;;;;;;
Duration;7;tryFind ;84;;;;;;
Duration;6;tryFind ;84;;;;;;
Duration;27;remove ;83;;;;;;
Duration;8;insert ;84;;;;;;
Duration;14;remove ;83;;;;;;
Duration;8;insert ;84;;;;;;
Duration;7;tryFind ;84;;;;;;
Duration;9;insert ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;37;remove ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;6;tryFind ;86;;;;;;
Duration;58;remove ;85;;;;;;
Duration;12;remove ;84;;;;;;
Duration;7;tryFind ;84;;;;;;
Duration;9;insert ;85;;;;;;
Duration;8;tryFind ;85;;;;;;
Duration;17;remove ;84;;;;;;
Duration;8;insert ;85;;;;;;
Duration;8;insert ;86;;;;;;
Duration;8;insert ;87;;;;;;
Duration;7;tryFind ;87;;;;;;
Duration;6;tryFind ;87;;;;;;
Duration;11;insert ;88;;;;;;
Duration;8;insert ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;6;tryFind ;90;;;;;;
Duration;22;remove ;89;;;;;;
Duration;6;tryFind ;89;;;;;;
Duration;53;remove ;88;;;;;;
Duration;9;insert ;89;;;;;;
Duration;8;insert ;90;;;;;;
Duration;67;remove ;89;;;;;;
Duration;7;tryFind ;89;;;;;;
Duration;14;insert ;90;;;;;;
Duration;9;insert ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;9;insert ;93;;;;;;
Duration;7;tryFind ;93;;;;;;
Duration;9;insert ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;9;insert ;96;;;;;;
Duration;10;insert ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;63;remove ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;6;tryFind ;98;;;;;;
Duration;78;remove ;97;;;;;;
Duration;10;remove ;96;;;;;;
Duration;7;tryFind ;96;;;;;;
Duration;9;insert ;97;;;;;;
Duration;6;tryFind ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;29;remove ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;9;insert ;99;;;;;;
Duration;65;remove ;98;;;;;;
Duration;8;insert ;99;;;;;;
Duration;62;remove ;98;;;;;;
Duration;53;remove ;97;;;;;;
Duration;67;remove ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;64;remove ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;68;remove ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;14;remove ;97;;;;;;
Duration;32;remove ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;12;remove ;96;;;;;;
Duration;36;remove ;95;;;;;;
Duration;9;insert ;96;;;;;;
Duration;7;tryFind ;96;;;;;;
Duration;26;remove ;95;;;;;;
Duration;70;remove ;94;;;;;;
Duration;14;remove ;93;;;;;;
Duration;7;tryFind ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;45;remove ;93;;;;;;
Duration;21;remove ;92;;;;;;
Duration;57;remove ;91;;;;;;
Duration;8;insert ;92;;;;;;
Duration;9;insert ;93;;;;;;
Duration;9;insert ;94;;;;;;
Duration;55;remove ;93;;;;;;
Duration;6;tryFind ;93;;;;;;
Duration;9;insert ;94;;;;;;
Duration;68;remove ;93;;;;;;
Duration;50;remove ;92;;;;;;
Duration;22;remove ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;8;tryFind ;92;;;;;;
Duration;7;tryFind ;92;;;;;;
Duration;6;tryFind ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;14;remove ;92;;;;;;
Duration;27;remove ;91;;;;;;
Duration;7;tryFind ;91;;;;;;
Duration;9;insert ;92;;;;;;
Duration;8;insert ;93;;;;;;
Duration;9;insert ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;43;remove ;94;;;;;;
Duration;7;tryFind ;94;;;;;;
Duration;33;remove ;93;;;;;;
Duration;8;insert ;94;;;;;;
Duration;9;insert ;95;;;;;;
Duration;9;insert ;96;;;;;;
Duration;9;insert ;97;;;;;;
Duration;63;remove ;96;;;;;;
Duration;9;insert ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;6;tryFind ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;50;remove ;96;;;;;;
Duration;65;remove ;95;;;;;;
Duration;9;insert ;96;;;;;;
Duration;7;tryFind ;96;;;;;;
Duration;9;insert ;97;;;;;;
Duration;34;remove ;96;;;;;;
Duration;10;insert ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;11;remove ;97;;;;;;
Duration;37;remove ;96;;;;;;
Duration;10;insert ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;22;remove ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;7;tryFind ;97;;;;;;
Duration;28;remove ;96;;;;;;
Duration;9;tryFind ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;9;insert ;99;;;;;;
Duration;7;tryFind ;99;;;;;;
Duration;9;insert ;100;;;;;;
Duration;15;remove ;99;;;;;;
Duration;51;remove ;98;;;;;;
Duration;7;tryFind ;98;;;;;;
Duration;29;remove ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;37;remove ;97;;;;;;
Duration;52;remove ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;21;remove ;97;;;;;;
Duration;9;insert ;98;;;;;;
Duration;66;remove ;97;;;;;;
Duration;50;remove ;96;;;;;;
Duration;70;remove ;95;;;;;;
Duration;20;remove ;94;;;;;;
Duration;108;remove ;93;;;;;;
Duration;12;insert ;94;;;;;;
Duration;8;insert ;95;;;;;;
Duration;17;insert ;96;;;;;;
Duration;8;insert ;97;;;;;;
Duration;8;insert ;98;;;;;;
Duration;9;insert ;99;;;;;;
Duration;6;tryFind ;99;;;;;;
Duration;9;insert ;100;;;;;;
Duration;9;insert ;101;;;;;;
Duration;6;tryFind ;101;;;;;;
Duration;44;remove ;100;;;;;;
Duration;29;remove ;99;;;;;;
Duration;9;insert ;100;;;;;;
Duration;8;insert ;101;;;;;;
Duration;32;remove ;100;;;;;;
Duration;9;insert ;101;;;;;;
Duration;7;tryFind ;101;;;;;;
Duration;7;tryFind ;101;;;;;;
Duration;37;remove ;100;;;;;;
Duration;9;insert ;101;;;;;;
Duration;8;insert ;102;;;;;;
Duration;74;remove ;101;;;;;;
Duration;7;tryFind ;101;;;;;;
Duration;9;insert ;102;;;;;;
Duration;7;tryFind ;102;;;;;;
Duration;42;remove ;101;;;;;;
Duration;9;insert ;102;;;;;;
Duration;8;insert ;103;;;;;;
Duration;9;insert ;104;;;;;;
Duration;9;insert ;105;;;;;;
Duration;60;remove ;104;;;;;;
Duration;29;remove ;103;;;;;;
Duration;9;insert ;104;;;;;;
Duration;43;remove ;103;;;;;;
Duration;13;remove ;102;;;;;;
Duration;7;tryFind ;102;;;;;;
