Info;Testing script A;;;;;;;;
Duration;2378;tryFind ;0;;;;poèet;suma èasov;priemer
Duration;7;insert ;24;;;;;;
Duration;5;tryFind ;24;;;;;;
Duration;5;tryFind ;24;;;;;;
Duration;4;tryFind ;24;;;;;;
Duration;6;insert ;25;;;;;;
Duration;12;insert ;26;;;;;;
Duration;20;remove ;25;;;;;;
Duration;6;tryFind ;25;;;;;;
Duration;27;remove ;24;;;;;;
Duration;34;tryFind ;24;;;;;;
Duration;18;tryFind ;24;;;;;;
Duration;9;tryFind ;24;;;;;;
Duration;18;tryFind ;24;;;;;;
Duration;26;tryFind ;24;;;;;;
Duration;71;remove ;23;;;;;;
Duration;16;tryFind ;23;;;;;;
Duration;16;tryFind ;23;;;;;;
Duration;36;tryFind ;23;;;;;;
Duration;37;tryFind ;23;;;;;;
Duration;15;tryFind ;23;;;;;;
Duration;37;tryFind ;23;;;;;;
Duration;9;tryFind ;23;;;;;;
Duration;23;tryFind ;23;;;;;;
Duration;26;insert ;24;;;;;;
Duration;41;remove ;23;;;;;;
Duration;7;insert ;24;;;;;;
Duration;5;tryFind ;24;;;;;;
Duration;5;tryFind ;24;;;;;;
Duration;8;insert ;25;;;;;;
Duration;13;remove ;24;;;;;;
Duration;5;tryFind ;24;;;;;;
Duration;6;tryFind ;24;;;;;;
Duration;8;remove ;23;;;;;;
Duration;5;tryFind ;23;;;;;;
Duration;5;tryFind ;23;;;;;;
Duration;7;insert ;24;;;;;;
Duration;34;insert ;25;;;;;;
Duration;5;tryFind ;25;;;;;;
Duration;5;tryFind ;25;;;;;;
Duration;5;tryFind ;25;;;;;;
Duration;53;remove ;24;;;;;;
Duration;5;tryFind ;24;;;;;;
Duration;4;tryFind ;24;;;;;;
Duration;22;insert ;25;;;;;;
Duration;5;tryFind ;25;;;;;;
Duration;7;insert ;26;;;;;;
Duration;6;insert ;27;;;;;;
Duration;24;tryFind ;27;;;;;;
Duration;4;insert ;28;;;;;;
Duration;5;tryFind ;28;;;;;;
Duration;6;tryFind ;28;;;;;;
Duration;14;remove ;27;;;;;;
Duration;32;tryFind ;27;;;;;;
Duration;7;insert ;28;;;;;;
Duration;7;insert ;29;;;;;;
Duration;27;insert ;30;;;;;;
Duration;5;tryFind ;30;;;;;;
Duration;5;tryFind ;30;;;;;;
Duration;11;remove ;29;;;;;;
Duration;6;tryFind ;29;;;;;;
Duration;12;remove ;28;;;;;;
Duration;18;tryFind ;28;;;;;;
Duration;17;tryFind ;28;;;;;;
Duration;18;tryFind ;28;;;;;;
Duration;17;insert ;29;;;;;;
Duration;6;tryFind ;29;;;;;;
Duration;22;insert ;30;;;;;;
Duration;18;tryFind ;30;;;;;;
Duration;37;tryFind ;30;;;;;;
Duration;18;tryFind ;30;;;;;;
Duration;15;tryFind ;30;;;;;;
Duration;14;tryFind ;30;;;;;;
Duration;7;tryFind ;30;;;;;;
Duration;7;tryFind ;30;;;;;;
Duration;7;insert ;31;;;;;;
Duration;55;remove ;30;;;;;;
Duration;18;tryFind ;30;;;;;;
Duration;23;insert ;31;;;;;;
Duration;9;tryFind ;31;;;;;;
Duration;15;tryFind ;31;;;;;;
Duration;31;remove ;30;;;;;;
Duration;51;remove ;29;;;;;;
Duration;7;tryFind ;29;;;;;;
Duration;14;remove ;28;;;;;;
Duration;5;tryFind ;28;;;;;;
Duration;5;tryFind ;28;;;;;;
Duration;19;remove ;27;;;;;;
Duration;7;insert ;28;;;;;;
Duration;4;tryFind ;28;;;;;;
Duration;23;insert ;29;;;;;;
Duration;16;tryFind ;29;;;;;;
Duration;11;tryFind ;29;;;;;;
Duration;9;tryFind ;29;;;;;;
Duration;10;tryFind ;29;;;;;;
Duration;23;remove ;28;;;;;;
Duration;12;tryFind ;28;;;;;;
Duration;53;remove ;27;;;;;;
Duration;26;remove ;26;;;;;;
Duration;30;insert ;27;;;;;;
Duration;10;tryFind ;27;;;;;;
Duration;10;tryFind ;27;;;;;;
Duration;9;tryFind ;27;;;;;;
Duration;30;remove ;26;;;;;;
Duration;22;remove ;25;;;;;;
Duration;12;insert ;26;;;;;;
Duration;31;remove ;25;;;;;;
Duration;31;tryFind ;25;;;;;;
Duration;10;tryFind ;25;;;;;;
Duration;31;remove ;24;;;;;;
Duration;13;tryFind ;24;;;;;;
Duration;35;remove ;23;;;;;;
Duration;9;tryFind ;23;;;;;;
Duration;6;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;29;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;8;tryFind ;23;;;;;;
Duration;24;tryFind ;23;;;;;;
Duration;34;remove ;22;;;;;;
Duration;53;remove ;21;;;;;;
Duration;45;remove ;20;;;;;;
Duration;15;insert ;21;;;;;;
Duration;10;tryFind ;21;;;;;;
Duration;10;tryFind ;21;;;;;;
Duration;9;tryFind ;21;;;;;;
Duration;15;insert ;22;;;;;;
Duration;43;remove ;21;;;;;;
Duration;11;tryFind ;21;;;;;;
Duration;14;tryFind ;21;;;;;;
Duration;35;insert ;22;;;;;;
Duration;13;insert ;23;;;;;;
Duration;28;tryFind ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;75;remove ;22;;;;;;
Duration;11;tryFind ;22;;;;;;
Duration;13;tryFind ;22;;;;;;
Duration;11;tryFind ;22;;;;;;
Duration;11;tryFind ;22;;;;;;
Duration;13;insert ;23;;;;;;
Duration;21;remove ;22;;;;;;
Duration;11;tryFind ;22;;;;;;
Duration;9;tryFind ;22;;;;;;
Duration;9;tryFind ;22;;;;;;
Duration;15;insert ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;15;insert ;24;;;;;;
Duration;35;remove ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;15;insert ;24;;;;;;
Duration;17;remove ;23;;;;;;
Duration;29;remove ;22;;;;;;
Duration;11;tryFind ;22;;;;;;
Duration;16;insert ;23;;;;;;
Duration;9;insert ;24;;;;;;
Duration;11;tryFind ;24;;;;;;
Duration;11;tryFind ;24;;;;;;
Duration;15;insert ;25;;;;;;
Duration;9;tryFind ;25;;;;;;
Duration;10;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;39;remove ;24;;;;;;
Duration;40;remove ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;13;insert ;24;;;;;;
Duration;10;tryFind ;24;;;;;;
Duration;15;insert ;25;;;;;;
Duration;8;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;18;remove ;24;;;;;;
Duration;9;insert ;25;;;;;;
Duration;9;insert ;26;;;;;;
Duration;11;tryFind ;26;;;;;;
Duration;15;insert ;27;;;;;;
Duration;17;remove ;26;;;;;;
Duration;15;insert ;27;;;;;;
Duration;11;tryFind ;27;;;;;;
Duration;41;remove ;26;;;;;;
Duration;11;tryFind ;26;;;;;;
Duration;36;remove ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;13;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;11;tryFind ;25;;;;;;
Duration;26;remove ;24;;;;;;
Duration;11;tryFind ;24;;;;;;
Duration;11;tryFind ;24;;;;;;
Duration;21;remove ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;38;remove ;22;;;;;;
Duration;15;insert ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;10;tryFind ;23;;;;;;
Duration;25;remove ;22;;;;;;
Duration;10;tryFind ;22;;;;;;
Duration;9;tryFind ;22;;;;;;
Duration;10;tryFind ;22;;;;;;
Duration;25;tryFind ;22;;;;;;
Duration;15;insert ;23;;;;;;
Duration;11;tryFind ;23;;;;;;
Duration;34;remove ;22;;;;;;
Duration;40;remove ;21;;;;;;
Duration;20;remove ;20;;;;;;
Duration;13;insert ;21;;;;;;
Duration;9;tryFind ;21;;;;;;
