Duration;1198;9;remove ;
Duration;30;8;remove ;
Duration;8;7;remove ;
Duration;9;6;remove ;
Duration;9;6;remove ;
Duration;10;5;remove ;
Duration;7;4;remove ;
Duration;6;3;remove ;
Duration;6;2;remove ;
Duration;4;1;remove ;
Duration;11;19;remove ;
Duration;17;18;remove ;
Duration;17;18;remove ;
Duration;17;17;remove ;
Duration;18;16;remove ;
Duration;10;15;remove ;
Duration;14;14;remove ;
Duration;8;13;remove ;
Duration;10;12;remove ;
Duration;9;11;remove ;
Duration;13;29;remove ;
Duration;10;28;remove ;
Duration;17;27;remove ;
Duration;21;26;remove ;
Duration;31;25;remove ;
Duration;20;24;remove ;
Duration;11;23;remove ;
Duration;19;22;remove ;
Duration;15;21;remove ;
Duration;19;20;remove ;
Duration;8;39;remove ;
Duration;21;38;remove ;
Duration;22;37;remove ;
Duration;17;36;remove ;
Duration;25;35;remove ;
Duration;19;34;remove ;
Duration;12;33;remove ;
Duration;15;32;remove ;
Duration;18;31;remove ;
Duration;23;30;remove ;
Duration;26;49;remove ;
Duration;29;48;remove ;
Duration;18;47;remove ;
Duration;35;46;remove ;
Duration;19;45;remove ;
Duration;27;44;remove ;
Duration;35;43;remove ;
Duration;15;42;remove ;
Duration;17;41;remove ;
Duration;23;40;remove ;
Duration;28;59;remove ;
Duration;14;58;remove ;
Duration;21;57;remove ;
Duration;28;56;remove ;
Duration;16;55;remove ;
Duration;24;54;remove ;
Duration;13;53;remove ;
Duration;40;52;remove ;
Duration;29;51;remove ;
Duration;19;50;remove ;
Duration;20;69;remove ;
Duration;17;68;remove ;
Duration;48;67;remove ;
Duration;40;66;remove ;
Duration;27;65;remove ;
Duration;19;64;remove ;
Duration;35;63;remove ;
Duration;42;62;remove ;
Duration;44;61;remove ;
Duration;27;60;remove ;
Duration;51;79;remove ;
Duration;30;78;remove ;
Duration;12;77;remove ;
Duration;42;76;remove ;
Duration;18;75;remove ;
Duration;21;74;remove ;
Duration;22;73;remove ;
Duration;40;72;remove ;
Duration;27;71;remove ;
Duration;28;70;remove ;
Duration;58;89;remove ;
Duration;32;88;remove ;
Duration;57;87;remove ;
Duration;26;86;remove ;
Duration;44;85;remove ;
Duration;20;84;remove ;
Duration;39;83;remove ;
Duration;33;82;remove ;
Duration;18;81;remove ;
Duration;57;80;remove ;
Duration;69;99;remove ;
Duration;41;98;remove ;
Duration;50;97;remove ;
Duration;20;96;remove ;
Duration;53;95;remove ;
Duration;23;94;remove ;
Duration;27;93;remove ;
Duration;15;92;remove ;
Duration;63;91;remove ;
Duration;52;90;remove ;
Duration;48;109;remove ;
Duration;29;108;remove ;
Duration;20;107;remove ;
Duration;10;106;remove ;
Duration;14;105;remove ;
Duration;53;104;remove ;
Duration;30;103;remove ;
Duration;25;102;remove ;
Duration;44;101;remove ;
Duration;55;100;remove ;
Duration;12;119;remove ;
Duration;70;118;remove ;
Duration;37;117;remove ;
Duration;40;116;remove ;
Duration;65;115;remove ;
Duration;59;114;remove ;
Duration;16;113;remove ;
Duration;18;112;remove ;
Duration;31;111;remove ;
Duration;66;110;remove ;
Duration;58;129;remove ;
Duration;83;128;remove ;
Duration;21;127;remove ;
Duration;34;126;remove ;
Duration;37;125;remove ;
Duration;73;124;remove ;
Duration;11;123;remove ;
Duration;81;122;remove ;
Duration;28;121;remove ;
Duration;42;120;remove ;
Duration;98;139;remove ;
Duration;85;138;remove ;
Duration;12;137;remove ;
Duration;64;136;remove ;
Duration;43;135;remove ;
Duration;19;134;remove ;
Duration;66;133;remove ;
Duration;72;132;remove ;
Duration;94;131;remove ;
Duration;37;130;remove ;
Duration;22;149;remove ;
Duration;24;148;remove ;
Duration;66;147;remove ;
Duration;69;146;remove ;
Duration;30;145;remove ;
Duration;79;144;remove ;
Duration;48;143;remove ;
Duration;15;142;remove ;
Duration;71;141;remove ;
Duration;55;140;remove ;
Duration;57;159;remove ;
Duration;67;158;remove ;
Duration;25;157;remove ;
Duration;77;156;remove ;
Duration;46;155;remove ;
Duration;91;154;remove ;
Duration;13;153;remove ;
Duration;35;152;remove ;
Duration;80;151;remove ;
Duration;13;150;remove ;
Duration;34;169;remove ;
Duration;54;168;remove ;
Duration;53;167;remove ;
Duration;39;166;remove ;
Duration;75;165;remove ;
Duration;62;164;remove ;
Duration;20;163;remove ;
Duration;89;162;remove ;
Duration;12;161;remove ;
Duration;26;160;remove ;
Duration;83;179;remove ;
Duration;47;178;remove ;
Duration;23;177;remove ;
Duration;91;176;remove ;
Duration;22;175;remove ;
Duration;104;174;remove ;
Duration;15;173;remove ;
Duration;60;172;remove ;
